Unit=111
Time Max.(hh:mm:ss) 05:00:00 
LocalTime Ch1:260RE  Ch2:260ABS Ch3:260FLO Ch4:300RE Ch5:300ABS Ch6:300FLO Ch7:315RE Ch8:315ABS Ch9:315FLO Ch10:370RE Ch11:370ABS Ch12:370FLO 
07:42:00     3852.2 7282.1 175.8 3766.5 3473.6 400.9 4911.0 5537.0 825.0 6312.6 14789.7 1747.5 
07:42:02     3828.4 7267.3 193.4 3775.2 3465.1 422.7 4875.4 5525.8 807.9 6289.3 14755.6 1764.0 
07:42:04     3847.2 7259.4 171.3 3774.2 3463.9 402.5 4900.1 5525.3 828.1 6322.8 14756.4 1757.5 
07:42:06     3833.5 7259.3 168.4 3782.3 3468.6 395.6 4874.3 5535.9 850.1 6332.6 14789.0 1761.4 
07:42:09     3801.7 7254.9 147.8 3805.3 3469.1 440.7 4881.4 5534.3 829.7 6314.2 14788.6 1765.6 
07:42:10     3801.4 7253.1 177.2 3781.6 3467.4 416.4 4865.1 5534.6 827.1 6334.9 14789.0 1774.4 
07:42:13     3826.4 7252.1 153.0 3737.5 3466.7 356.0 4906.1 5535.9 866.9 6342.4 14789.1 1741.7 
07:42:14     3818.9 7254.7 166.3 3776.4 3467.0 396.9 4848.5 5534.6 853.7 6318.2 14787.9 1747.0 
07:42:16     3799.4 7254.1 200.4 3782.1 3458.3 398.9 4872.3 5520.9 828.0 6268.4 14756.0 1741.3 
07:42:18     3839.1 7257.5 147.1 3778.6 3457.7 434.8 4884.6 5521.4 833.9 6321.6 14756.6 1751.0 
07:42:20     3826.2 7267.3 183.6 3756.9 3463.0 380.3 4908.7 5532.1 868.3 6325.2 14786.3 1744.3 
07:42:22     3844.0 7276.5 170.0 3765.7 3461.8 410.3 4867.1 5529.2 832.8 6334.3 14789.0 1776.6 
07:42:24     3810.0 7283.6 203.1 3767.0 3453.4 387.4 4891.2 5519.3 858.5 6284.9 14754.0 1754.3 
07:42:26     3866.0 7294.3 180.7 3776.8 3453.0 388.8 4860.6 5518.6 853.8 6282.5 14753.0 1735.7 
07:42:28     3788.4 7296.3 198.4 3743.0 3449.0 377.3 4862.8 5515.8 843.5 6312.7 14754.5 1758.1 
07:42:30     3869.3 7295.1 204.2 3772.2 3457.2 416.8 4914.9 5526.6 845.1 6336.1 14785.7 1725.5 
07:42:32     3823.7 7286.2 177.0 3774.4 3456.1 380.7 4888.0 5526.8 857.2 6333.6 14784.0 1773.3 
07:42:34     3811.5 7274.4 186.3 3781.3 3447.2 387.4 4850.6 5511.6 860.4 6289.6 14748.5 1757.3 
07:42:36     3851.9 7269.0 135.1 3781.9 3445.4 390.9 4857.7 5510.0 844.0 6303.4 14746.5 1750.9 
07:42:38     3829.6 7270.1 209.1 3789.8 3452.7 422.9 4880.1 5523.3 867.4 6335.6 14780.4 1737.0 
07:42:40     3837.3 7266.1 176.3 3773.1 3452.5 407.1 4886.0 5522.1 832.5 6312.4 14783.6 1763.9 
07:42:42     3841.0 7264.8 162.4 3764.5 3452.1 405.3 4882.6 5520.6 808.9 6320.2 14783.3 1736.2 
07:42:44     3808.8 7259.2 120.4 3766.7 3443.6 383.9 4882.5 5509.8 840.9 6310.0 14738.0 1756.8 
07:42:46     3818.8 7258.8 152.3 3785.0 3438.1 366.6 4869.4 5503.7 841.9 6308.1 14730.3 1775.7 
07:42:48     3766.7 7270.3 129.6 3761.2 3450.6 395.7 4877.4 5520.4 831.0 6324.7 14781.6 1756.2 
07:42:50     3812.7 7270.0 137.5 3775.7 3449.6 381.4 4886.3 5519.4 823.8 6334.8 14782.6 1755.5 
07:42:52     3852.8 7273.1 172.6 3760.8 3442.9 428.2 4891.1 5510.1 856.8 6311.3 14749.7 1767.0 
07:42:54     3837.0 7278.2 241.5 3772.3 3443.3 453.1 4892.2 5509.6 872.4 6310.5 14750.3 1741.3 
07:42:56     3839.3 7280.5 240.4 3772.2 3450.2 466.9 4874.3 5520.8 910.5 6327.1 14780.5 1763.8 
07:42:58     3848.7 7277.8 262.6 3790.0 3449.7 440.5 4877.0 5521.3 890.9 6313.1 14782.3 1743.4 
07:43:00     3825.5 7277.3 262.9 3789.0 3449.2 450.1 4905.8 5522.2 893.5 6322.9 14782.4 1781.5 
07:43:02     3873.6 7273.9 232.2 3783.7 3439.6 450.6 4847.1 5508.1 874.8 6300.1 14748.7 1782.4 
07:43:04     3806.7 7273.1 214.3 3770.4 3440.1 442.9 4893.0 5507.3 873.1 6311.1 14749.6 1783.3 
07:43:06     3847.5 7278.4 226.5 3765.6 3447.4 444.5 4860.4 5520.3 875.0 6329.9 14784.3 1791.6 
07:43:08     3828.2 7275.3 244.4 3754.2 3446.3 425.9 4873.9 5519.5 877.2 6315.0 14783.5 1780.8 
07:43:10     3817.6 7272.1 258.9 3796.0 3439.8 443.8 4886.9 5507.6 881.1 6315.0 14752.5 1767.6 
07:43:13     3814.9 7268.4 232.6 3778.3 3440.0 505.5 4884.9 5508.2 877.3 6299.6 14749.3 1751.2 
07:43:14     3824.5 7270.8 285.6 3811.9 3439.1 482.4 4879.3 5507.4 872.1 6305.5 14749.4 1776.1 
07:43:16     3819.4 7272.6 218.7 3770.5 3439.3 484.9 4903.4 5507.9 888.0 6298.4 14753.1 1804.5 
07:43:18     3811.8 7273.1 273.3 3797.9 3446.0 455.1 4859.7 5519.1 907.0 6305.2 14783.0 1771.4 
07:43:20     3789.9 7271.7 269.7 3754.8 3444.3 463.7 4887.6 5516.4 859.8 6345.8 14783.4 1776.5 
07:43:22     3803.9 7269.2 233.3 3759.9 3436.8 488.4 4879.8 5505.7 886.0 6342.4 14750.0 1762.0 
07:43:24     3827.3 7269.2 237.7 3783.3 3437.1 466.0 4854.8 5506.7 883.4 6334.8 14749.7 1796.5 
07:43:26     3845.8 7272.7 243.4 3799.7 3446.5 471.9 4891.4 5517.9 906.1 6319.8 14783.9 1755.4 
07:43:28     3856.7 7274.3 265.1 3801.8 3445.1 476.2 4880.9 5517.8 893.5 6320.4 14783.5 1731.5 
07:43:30     3819.7 7273.5 220.1 3772.1 3443.8 482.1 4865.3 5514.9 856.0 6339.9 14781.5 1789.8 
07:43:32     3784.1 7266.3 238.6 3750.5 3436.8 473.8 4843.2 5502.7 893.8 6304.0 14747.9 1777.0 
07:43:34     3798.3 7272.5 220.6 3776.3 3434.4 464.1 4872.3 5501.9 845.8 6306.1 14749.2 1767.8 
07:43:36     3806.5 5615.5 527.5 3780.3 2725.0 642.2 4883.5 4255.6 1316.6 6307.0 12061.8 4351.0 
07:43:38     3780.4 5298.8 484.0 3806.3 2620.4 560.0 4911.1 3611.1 1138.0 6322.1 9385.0 6525.7 
07:43:40     3801.7 7275.5 171.7 3762.6 3428.8 417.5 4845.1 5470.3 821.0 6309.8 14660.4 1863.3 
07:43:42     3786.3 7271.9 140.7 3757.6 3426.3 379.6 4870.4 5493.9 815.4 6294.3 14725.3 1759.6 
07:43:44     3792.7 7270.9 204.9 3778.8 3436.3 396.4 4848.6 5507.1 788.6 6305.6 14772.7 1752.6 
07:43:46     3787.4 7277.2 221.7 3765.1 3434.9 454.6 4863.6 5504.9 779.6 6330.2 14771.0 1766.4 
07:43:48     3790.3 7283.4 261.7 3787.6 3441.5 462.4 4874.1 5508.2 813.6 6317.9 14763.9 1764.1 
07:43:50     3818.6 7278.6 229.7 3792.8 3430.1 419.3 4843.2 5493.6 792.1 6322.4 14741.3 1730.3 
07:43:52     3840.7 7279.2 263.4 3767.3 3130.4 464.0 4853.3 4471.4 814.9 6293.2 11722.4 3538.1 
07:43:55     3822.3 7286.6 318.3 3786.6 3437.4 457.0 4875.8 4806.8 821.2 6344.9 7682.1 5410.4 
07:43:56     3804.5 7287.7 299.8 3786.6 3437.4 446.8 4852.3 5503.5 837.9 6437.0 9347.6 4770.1 
07:43:59     3868.2 7288.5 363.9 3772.8 3439.7 494.3 4858.3 5510.6 860.9 6469.6 9374.6 4759.2 
07:44:00     3856.3 7289.0 347.9 3792.6 3437.8 475.4 4910.6 5510.8 892.5 6487.1 9386.8 4754.2 
07:44:02     3870.2 7289.3 393.4 3779.8 3440.7 499.4 4907.0 5509.4 865.6 6503.3 8917.3 5258.0 
07:44:04     3840.5 7290.2 404.9 3770.8 3433.4 506.4 4869.8 5497.5 879.9 6503.4 8910.6 5543.4 
07:44:06     3873.3 7292.6 489.7 3778.3 3434.4 524.3 4883.5 5497.9 933.1 6519.2 8921.2 5590.5 
07:44:08     3840.9 7280.5 197.8 3822.4 2664.7 445.1 5007.4 3484.9 898.4 6479.9 8746.1 5334.6 
07:44:10     3797.4 7280.0 184.8 3852.7 2575.2 473.1 4977.2 3474.1 935.4 6528.3 8766.2 5247.2 
07:44:12     3838.3 7011.3 279.9 3846.2 2594.1 487.0 4988.0 3465.9 959.5 6495.1 8432.8 4628.6 
07:44:14     3808.9 7306.3 430.1 3848.2 2546.0 517.0 4970.6 3465.0 921.2 6437.6 7118.1 4714.6 
07:44:16     3804.4 7296.2 406.4 3816.0 2558.1 514.6 4963.6 3464.2 914.4 6425.5 7234.1 4813.2 
07:44:18     3820.8 7285.2 353.1 3835.9 2570.5 498.4 4962.1 3469.6 911.2 6454.2 7402.6 4904.9 
07:44:20     3741.9 3848.3 106.3 3847.3 2621.9 519.8 4976.2 3471.2 937.7 6526.5 9012.4 5394.6 
07:44:23     3922.2 5638.0 501.6 3860.2 2608.4 572.6 4976.0 3462.7 968.0 6505.8 8942.2 5351.0 
07:44:24     3919.7 5502.7 546.6 3865.6 2583.9 595.0 4957.6 3462.5 978.5 6505.2 8979.8 5547.9 
07:44:26     3808.5 4957.0 591.1 3884.3 2561.3 567.5 4986.4 3435.2 960.8 6528.5 8995.8 5643.4 
07:44:28     3914.3 5407.7 505.0 3840.3 2565.4 616.3 5011.6 3443.4 995.1 6532.2 9003.9 5716.1 
07:44:30     3915.9 5543.1 552.0 3870.4 2564.2 638.3 4980.8 3444.1 1021.8 6554.1 9007.0 5802.7 
07:44:32     3918.2 5612.8 509.7 3867.5 2566.0 593.7 4964.3 3444.2 984.1 6544.4 9004.5 5901.4 
07:44:34     3918.3 5605.3 509.7 3853.8 2556.9 615.0 4989.6 3438.0 992.7 6508.0 8988.7 6003.7 
07:44:36     3900.6 5557.8 532.5 3846.4 2560.7 608.6 4992.0 3438.9 989.0 6522.4 8990.5 5972.0 
07:44:38     3785.9 7254.6 168.7 3763.3 3424.8 433.0 4867.0 5488.2 821.5 6311.0 14750.3 1819.1 
07:44:40     3811.3 7248.9 164.1 3759.1 3427.5 414.6 4860.3 5498.8 813.5 6317.9 14783.7 1738.5 
07:44:42     3784.0 7248.0 143.8 3754.6 3418.9 417.1 4857.8 5485.2 801.5 6318.3 14751.2 1752.2 
07:44:44     3817.4 7248.2 176.2 3728.7 3418.4 389.4 4842.6 5485.8 824.9 6326.1 14753.5 1750.3 
07:44:46     3741.3 7251.4 184.5 3796.2 3425.4 409.7 4859.2 5497.0 811.4 6322.4 14780.2 1745.0 
07:44:48     3759.9 7250.5 186.3 3754.7 3424.5 392.5 4880.0 5497.2 833.2 6361.9 14788.2 1743.8 
07:44:50     3809.3 7251.6 143.7 3741.0 3427.3 415.7 4858.9 5500.4 796.8 6300.8 14790.9 1739.3 
07:44:52     3829.4 7252.1 185.0 3744.6 3420.4 399.4 4835.7 5488.1 839.9 6314.6 14756.9 1704.8 
07:44:54     3838.4 7252.9 222.2 3762.4 3420.5 432.6 4847.8 5487.2 824.6 6309.3 14757.3 1737.8 
07:44:56     3781.5 7254.2 148.8 3756.9 3426.8 422.1 4859.3 5497.6 824.6 6320.3 14792.0 1753.4 
07:44:58     3779.1 7253.2 176.8 3770.4 3426.6 394.3 4841.4 5497.4 833.8 6307.7 14791.6 1733.0 
07:45:00     3768.4 7249.7 167.6 3747.5 3417.1 392.4 4855.6 5484.6 822.7 6313.9 14761.4 1745.1 
07:45:02     3818.1 7249.2 180.6 3740.8 3417.7 427.4 4846.7 5484.3 811.2 6303.0 14756.6 1713.3 
07:45:04     3778.6 7249.3 190.3 3754.5 3418.1 419.6 4875.5 5484.3 816.1 6313.4 14756.9 1737.2 
07:45:06     3776.6 7251.2 172.5 3770.3 3424.3 432.6 4839.2 5494.9 789.9 6321.4 14790.8 1763.6 
07:45:08     3809.2 7252.9 191.9 3758.4 3424.4 417.2 4851.4 5499.0 846.1 6331.3 14793.1 1738.4 
07:45:10     3806.7 7250.3 184.5 3752.6 3418.7 420.8 4884.2 5484.7 819.6 6310.2 14757.9 1762.0 
07:45:12     3775.3 7247.6 154.3 3742.5 3418.5 432.3 4888.1 5486.3 826.9 6291.4 14762.6 1733.7 
07:45:14     3804.0 7249.2 150.5 3750.1 3427.3 405.7 4835.0 5501.1 819.7 6336.9 14797.6 1744.7 
07:45:16     3770.9 7249.5 145.3 3734.6 3427.8 410.4 4869.1 5499.0 806.4 6334.1 14797.0 1724.9 
07:45:18     3811.1 7246.5 144.3 3723.5 3417.6 390.1 4854.6 5488.8 812.9 6319.1 14765.3 1729.7 
07:45:20     3799.9 7228.2 111.0 3746.5 3418.2 393.7 4870.3 5491.6 836.4 6319.6 14770.9 1741.3 
07:45:22     3771.7 7110.4 158.9 3768.5 3388.2 439.3 4856.8 5392.4 939.4 6314.1 14432.0 2129.6 
07:45:24     3796.2 7127.5 282.0 3781.5 3368.3 548.0 4873.1 5396.1 939.5 6346.1 14583.3 2058.2 
07:45:26     3808.2 6788.7 327.7 3755.6 3235.6 582.0 4874.8 5178.5 1024.3 6331.3 14270.2 2535.6 
07:45:28     3795.8 7186.6 289.0 3762.2 3400.5 504.7 4851.4 5448.1 950.5 6334.5 14691.2 1929.1 
07:45:30     3857.4 7162.1 289.7 3758.6 3412.9 542.1 4866.3 5451.4 965.9 6327.1 14722.5 1919.3 
07:45:32     3804.2 7261.3 309.3 3798.8 3415.8 559.5 4861.4 5465.6 957.9 6339.8 14709.2 1925.1 
07:45:34     3831.9 7153.1 297.8 3755.7 3408.6 549.7 4862.8 5480.6 966.6 6351.8 14718.9 1914.5 
07:45:36     3830.4 7163.1 356.1 3808.6 3373.3 584.6 4879.0 5427.0 993.7 6325.9 14632.5 2071.7 
07:45:38     3841.3 7290.9 356.3 3807.3 3433.6 593.1 4880.0 5497.2 973.9 6308.9 14772.4 1795.1 
07:45:40     3785.8 7273.8 351.3 3804.4 3408.8 614.9 4858.6 5427.0 1003.0 6345.9 14524.3 2031.1 
07:45:42     3829.2 7288.6 339.1 3783.9 3431.0 567.0 4882.1 5497.7 950.0 6352.7 14794.3 1819.9 
07:45:44     3786.4 7283.6 318.9 3802.8 3427.8 565.0 4857.0 5493.9 953.7 6341.7 14794.5 1823.8 
07:45:46     3879.7 7280.9 308.1 3797.1 3419.9 552.5 4883.0 5484.1 935.1 6311.6 14761.8 1831.9 
07:45:48     3816.5 7278.5 302.1 3772.2 3418.4 535.3 4878.3 5483.2 947.4 6343.0 14754.2 1808.0 
07:45:50     3815.5 7280.7 338.2 3802.2 3424.9 545.4 4874.1 5495.0 944.3 6312.6 14791.6 1816.8 
07:45:52     3829.9 7281.7 318.8 3774.7 3425.3 549.5 4912.3 5496.7 971.0 6366.6 14792.6 1807.9 
07:45:54     3818.1 7282.2 324.9 3785.7 3426.7 555.1 4881.6 5494.6 931.9 6340.8 14794.3 1803.7 
07:45:57     3820.3 7279.7 327.6 3731.1 3417.4 523.8 4872.4 5483.6 949.3 6317.8 14760.9 1783.0 
07:45:58     3817.9 7276.3 312.6 3779.1 3417.1 534.8 4865.0 5482.5 930.4 6346.1 14758.4 1829.2 
07:46:00     3857.3 7276.2 294.6 3782.3 3415.9 533.2 4865.9 5484.9 931.8 6301.2 14759.3 1824.1 
07:46:03     3870.6 7278.6 315.5 3763.4 3424.1 568.1 4870.3 5495.5 926.6 6326.9 14792.0 1828.5 
07:46:04     3806.6 7277.3 284.9 3761.4 3415.3 555.6 4865.4 5481.9 912.5 6330.0 14761.3 1824.1 
07:46:06     3830.5 7278.1 299.7 3773.9 3422.5 534.5 4849.9 5493.0 919.1 6324.7 14793.0 1801.9 
07:46:08     3833.9 7278.9 314.5 3789.1 3422.3 535.7 4858.7 5494.1 943.4 6348.9 14793.3 1811.4 
07:46:10     3816.1 7278.0 303.5 3737.6 3414.4 515.6 4877.3 5481.9 943.0 6317.2 14761.7 1824.3 
07:46:12     3803.9 7276.8 289.6 3775.3 3414.4 526.9 4846.6 5481.8 922.9 6280.5 14761.1 1784.8 
07:46:14     3820.7 7280.4 308.0 3772.9 3421.3 547.8 4870.1 5493.6 924.5 6337.7 14796.3 1795.4 
07:46:17     3797.1 7278.3 259.4 3780.3 3422.1 531.1 4883.2 5494.5 916.4 6315.5 14797.5 1832.4 
07:46:18     3819.1 7278.7 314.1 3763.9 3421.4 543.0 4877.9 5494.7 938.5 6345.1 14797.4 1820.0 
07:46:20     3830.7 7277.5 300.8 3782.4 3422.3 521.0 4865.4 5494.1 893.6 6352.1 14794.8 1811.5 
07:46:22     3848.5 7208.1 311.7 3744.0 3351.4 572.3 4854.9 5390.3 952.6 6332.6 14555.0 1905.3 
07:46:24     3772.1 7235.4 336.6 3772.9 3395.2 566.5 4855.3 5442.8 967.5 6310.4 14691.0 1835.5 
07:46:26     3821.3 6999.6 356.4 3789.5 3285.8 575.1 4866.9 5232.5 963.0 6320.1 14291.9 2097.6 
07:46:28     3823.9 6640.7 380.9 3790.0 3122.4 576.5 4881.7 4922.9 984.2 6324.3 13648.3 2355.1 
07:46:30     3787.3 6212.4 440.1 3758.8 2914.1 603.7 4844.4 4574.3 1023.8 6284.3 12855.1 2961.7 
07:46:32     3801.9 6233.7 419.3 3738.0 2909.2 617.8 4851.9 4572.2 1016.5 6315.1 12853.8 2947.2 
07:46:34     3791.8 6469.6 400.8 3761.4 3035.8 603.1 4861.7 4767.9 1035.0 6326.4 13301.2 2634.4 
07:46:36     3808.5 6638.1 388.0 3774.0 3112.0 595.1 4863.1 4907.2 994.5 6346.2 13615.6 2432.3 
07:46:39     3790.3 6673.0 369.1 3771.8 3121.3 583.6 4851.2 4946.2 1000.4 6327.8 13688.6 2510.8 
07:46:40     3782.5 6524.9 459.1 3768.8 2967.4 646.9 4860.6 4799.5 1110.7 6298.0 13588.3 2839.4 
07:46:42     3776.7 5360.4 646.6 3774.9 2585.3 775.9 4863.7 3803.3 1233.7 6293.6 10422.5 5491.4 
07:46:44     3773.6 4415.4 680.5 3804.4 2397.4 766.5 4902.6 3529.8 1194.8 6363.5 9362.8 5953.3 
07:46:46     3799.6 3628.5 830.8 3814.4 2069.1 832.2 4891.6 2790.1 1489.3 6366.1 7880.6 7547.2 
07:46:48     3801.7 4481.7 567.3 3851.4 2446.0 672.2 4931.4 3243.6 1140.0 6393.0 8688.9 6111.8 
07:46:50     3808.7 5104.4 389.4 3856.2 2713.1 618.0 4886.8 3616.8 1019.0 6440.1 9091.6 5875.9 
07:46:52     3790.9 4162.1 783.3 3805.6 2331.4 762.0 4921.6 3238.9 1041.2 6420.8 8985.1 5334.0 
07:46:54     3771.7 3618.3 929.5 3779.2 2089.7 783.3 4885.6 3147.9 1195.1 6355.1 8219.0 6501.9 
07:46:56     3793.1 4201.4 679.1 3807.6 2320.6 738.4 4930.6 3370.9 1133.8 6429.8 8766.3 5606.6 
07:46:58     3739.1 4946.2 438.2 3820.4 2366.7 642.5 4893.4 3136.3 1243.0 6431.5 8737.5 6015.4 
07:47:00     3726.4 3629.8 630.2 3808.6 2161.6 694.1 4907.6 3245.1 1065.0 6437.0 8997.8 5574.1 
07:47:02     3745.6 4340.1 616.0 3808.2 2486.5 628.0 4917.3 3432.6 1065.8 6409.0 8905.1 5439.4 
07:47:04     3787.1 3994.5 626.4 3801.7 2197.8 773.5 4922.1 3111.1 1066.7 6406.5 8500.2 6104.3 
07:47:06     3740.0 4354.0 435.0 3780.8 2415.2 621.5 4846.7 2617.8 1247.1 6361.2 7800.3 6612.1 
07:47:08     3755.7 4063.4 632.0 3791.1 2255.1 647.4 4903.4 3267.6 1027.1 6429.3 8770.6 6224.3 
07:47:10     3760.9 4056.2 608.3 3811.1 2330.8 671.5 4896.2 3327.2 1133.5 6423.8 8753.3 5759.9 
07:47:12     3747.5 4232.1 599.8 3784.4 2243.3 697.5 4886.0 3111.0 1156.2 6425.4 8659.7 6386.6 
07:47:14     3756.8 4350.4 564.6 3788.2 2315.9 626.3 4981.2 3325.6 1142.4 6426.8 9017.8 5753.2 
07:47:16     3709.2 3638.1 505.5 3790.5 2196.2 648.1 4869.7 3072.1 1086.2 6411.9 8714.5 6134.9 
07:47:18     3774.1 4076.1 668.9 3801.5 2222.2 730.0 4894.2 3073.9 1129.3 6410.6 8772.4 5884.0 
07:47:20     3775.0 4217.5 607.1 3780.4 2413.9 692.6 4877.9 3196.5 1083.2 6394.6 8619.1 6036.4 
07:47:22     3743.5 3883.6 566.0 3801.4 2242.6 661.8 4896.4 3168.3 1105.9 6409.1 8788.1 6292.6 
07:47:24     3782.9 4424.9 548.0 3845.4 2556.9 656.0 4935.3 3514.8 1034.1 6428.1 9113.5 5638.5 
07:47:26     3848.4 5357.1 645.3 3850.1 2744.7 653.8 4989.7 3667.2 1022.5 6467.4 9274.0 5183.3 
07:47:28     3726.9 3997.6 669.5 3825.8 2288.3 717.5 4923.7 3387.3 1190.8 6415.3 8836.2 5945.1 
07:47:30     3799.0 4414.7 692.6 3844.7 2446.0 797.1 4937.6 3435.2 1128.1 6414.7 8777.7 5884.6 
07:47:32     3761.1 4751.9 621.9 3804.4 2503.8 736.7 4868.1 3641.0 1229.1 6330.9 9932.8 5501.9 
07:47:34     3824.1 5941.6 561.2 3752.3 2078.6 752.9 4887.3 3648.1 1481.9 6372.8 10532.0 4980.6 
07:47:36     3812.7 6064.6 482.7 3749.4 2386.0 609.0 4860.9 3959.6 1065.3 6389.8 11841.8 4140.8 
07:47:38     3747.0 4099.1 624.3 3803.3 2488.0 783.3 4884.5 3408.1 1245.6 6356.9 9665.4 6015.2 
07:47:40     3772.7 6009.9 594.2 3790.3 2816.3 711.6 4859.9 4408.6 1390.1 6307.3 12468.2 4717.1 
07:47:42     3819.3 7048.7 330.8 3784.1 3280.1 609.9 4848.9 5316.1 976.2 6324.3 14474.9 2085.3 
07:47:44     3834.4 6593.1 464.8 3795.5 3155.2 625.3 4862.8 5122.7 1061.3 6331.4 13919.3 2661.1 
07:47:46     3823.2 7172.5 310.1 3789.7 3374.7 577.5 4817.2 5388.8 971.5 6317.6 14544.2 1984.7 
07:47:48     3780.4 7178.2 333.8 3762.8 3370.4 579.0 4858.9 5434.4 982.7 6323.6 14609.5 1995.8 
07:47:50     3770.5 7208.7 328.1 3767.2 3389.9 593.6 4862.4 5343.9 962.9 6337.8 14726.3 1877.8 
07:47:52     3784.1 7202.5 318.8 3752.1 3392.2 545.7 4869.4 5455.6 987.2 6346.7 14702.3 1851.1 
07:47:54     3809.6 7173.8 350.1 3754.7 3378.4 600.5 4853.4 5419.9 957.5 6295.4 14623.2 1879.0 
07:47:56     3816.9 7156.5 286.8 3765.6 3370.4 610.4 4849.3 5408.8 957.8 6319.9 14605.2 1896.0 
07:47:58     3841.1 7155.3 312.4 3756.8 3373.3 583.9 4852.6 5412.8 955.1 6323.4 14606.6 1895.2 
07:48:01     3824.3 7176.8 331.5 3791.7 3386.1 578.7 4860.4 5435.0 936.0 6347.9 14672.4 1861.4 
07:48:02     3822.9 7181.0 317.8 3774.6 3387.8 595.3 4861.9 5442.9 955.9 6351.5 14686.3 1885.0 
07:48:04     3824.1 7213.5 327.6 3763.8 3398.6 574.2 4867.8 5461.1 935.8 6332.5 14719.1 1873.8 
07:48:06     3801.1 7228.4 300.8 3774.4 3396.7 595.5 4826.3 5457.6 925.0 6309.4 14709.3 1865.1 
07:48:08     3822.8 7241.2 320.7 3750.2 3399.2 562.4 4830.6 5463.9 965.4 6312.1 14722.2 1831.8 
07:48:10     3824.7 7252.1 325.6 3771.1 3407.8 570.5 4851.4 5474.2 975.0 6329.5 14749.5 1822.5 
07:48:12     3804.1 7265.4 317.4 3781.7 3409.8 593.3 4882.7 5479.2 933.0 6340.4 14767.0 1831.2 
07:48:14     3821.2 7272.7 322.4 3747.5 3412.1 552.7 4860.9 5483.5 972.5 6331.4 14771.6 1845.4 
07:48:16     3801.2 7157.9 340.2 3762.7 3353.2 596.2 4842.1 5392.1 984.4 6322.7 14333.1 2274.1 
07:48:18     3785.6 7254.1 312.6 3725.0 3388.4 566.8 4845.8 5424.4 980.5 6345.8 14657.8 1934.8 
07:48:20     3816.7 7262.8 348.5 3744.6 3387.1 582.9 4855.7 5447.4 937.2 6327.6 14680.2 1950.0 
07:48:22     3814.3 7269.5 345.1 3765.7 3401.8 568.4 4848.3 5470.0 940.5 6340.3 14738.1 1900.0 
07:48:24     3815.6 7285.6 327.9 3761.1 3403.2 599.5 4842.4 5468.9 940.2 6309.4 14727.0 1851.2 
