Unit=111
Time Max.(hh:mm:ss) 05:00:00 
LocalTime Ch1:260RE  Ch2:260ABS Ch3:260FLO Ch4:300RE Ch5:300ABS Ch6:300FLO Ch7:315RE Ch8:315ABS Ch9:315FLO Ch10:370RE Ch11:370ABS Ch12:370FLO 
07:51:41     4043.2 7503.8 181.0 4251.6 3574.2 558.1 5362.6 6082.0 1041.7 6147.9 14257.8 1850.6 
07:51:42     4060.0 7503.9 190.8 4249.4 3571.6 559.7 5360.4 6080.8 1050.8 6139.6 14253.5 1841.4 
07:51:43     4039.4 7503.5 171.8 4250.9 3571.7 563.3 5362.3 6079.9 1050.3 6134.7 14254.6 1854.6 
07:51:44     4059.6 7505.0 194.5 4253.2 3571.1 557.6 5360.5 6081.5 1040.8 6150.2 14258.0 1855.6 
07:51:45     4040.3 7474.6 185.8 4251.9 3559.1 554.5 5358.8 6069.5 1048.8 6140.2 14238.6 1860.0 
07:51:46     4045.8 7506.6 207.5 4251.1 3575.7 558.0 5377.5 6089.7 1060.3 6155.3 14274.6 1865.0 
07:51:47     4042.4 7500.2 186.6 4253.8 3574.3 560.8 5361.1 6087.2 1045.0 6159.6 14284.1 1849.3 
07:51:48     4037.1 7496.0 188.4 4251.1 3572.9 572.6 5373.6 6086.4 1054.0 6141.4 14282.8 1847.5 
07:51:49     4045.8 7488.7 177.3 4249.8 3571.5 548.7 5360.7 6085.8 1044.0 6142.3 14280.8 1847.8 
07:51:50     4050.3 7487.9 187.6 4265.0 3573.4 563.9 5359.9 6086.0 1051.8 6152.3 14283.4 1849.1 
07:51:51     4063.8 7482.9 184.8 4245.8 3570.4 550.9 5364.3 6083.8 1043.8 6157.9 14280.9 1845.0 
07:51:52     4045.7 7478.3 183.3 4258.2 3570.2 559.1 5356.4 6084.1 1043.6 6151.4 14283.3 1855.4 
07:51:53     4040.5 7467.1 177.7 4256.6 3567.7 560.1 5359.2 6082.2 1046.5 6137.3 14281.2 1839.3 
07:51:54     4040.2 7457.7 178.4 4231.2 3557.6 555.6 5352.8 6066.9 1045.4 6132.5 14238.3 1856.8 
07:51:55     4052.3 7457.1 181.9 4242.4 3559.4 563.6 5342.9 6070.9 1039.5 6143.5 14251.6 1841.9 
07:51:56     4051.9 7451.9 176.2 4257.7 3558.8 564.1 5358.6 6068.9 1043.1 6138.2 14249.9 1841.4 
07:51:57     4057.2 7447.1 174.3 4242.2 3558.1 547.1 5353.6 6067.9 1053.3 6129.4 14250.2 1840.1 
07:51:58     4038.3 7442.6 180.5 4232.4 3556.3 547.0 5352.1 6066.4 1040.7 6136.7 14250.7 1845.7 
07:51:59     4059.8 7440.9 180.7 4246.8 3557.1 563.0 5352.3 6069.1 1033.7 6143.6 14249.5 1852.6 
07:52:00     4043.0 7434.9 175.3 4234.8 3555.2 555.5 5342.0 6064.9 1041.3 6133.3 14248.7 1845.8 
07:52:01     4037.8 7436.8 182.7 4241.4 3556.4 555.7 5343.7 6067.3 1037.8 6129.3 14251.5 1848.6 
07:52:02     4035.1 7432.0 186.3 4232.6 3554.6 547.3 5355.5 6065.9 1042.5 6134.9 14249.3 1859.8 
07:52:03     4036.7 7431.9 178.4 4233.8 3561.1 561.8 5362.1 6078.2 1048.2 6151.4 14281.8 1852.3 
07:52:04     4055.2 7430.1 167.4 4247.3 3560.8 550.5 5354.4 6076.4 1048.5 6141.6 14280.2 1855.1 
07:52:05     4040.3 7428.1 183.6 4240.7 3559.6 550.1 5350.4 6076.2 1034.9 6150.6 14280.2 1847.8 
07:52:06     4037.2 7429.9 177.8 4243.4 3558.8 556.5 5352.3 6073.8 1045.1 6155.0 14272.2 1850.4 
07:52:07     4035.2 7426.8 177.2 4246.3 3558.9 550.7 5350.1 6074.2 1038.8 6141.5 14278.6 1839.1 
07:52:08     4034.0 7426.1 172.8 4253.0 3557.3 557.2 5339.5 6074.7 1044.8 6156.8 14280.8 1852.7 
07:52:09     4053.8 7424.9 171.3 4236.2 3556.6 554.9 5343.8 6072.4 1045.5 6162.0 14277.1 1846.0 
07:52:10     4039.2 7426.9 180.2 4253.8 3556.6 561.0 5353.7 6073.1 1037.7 6146.3 14279.5 1853.4 
07:52:11     4040.4 7423.0 172.3 4234.6 3548.9 548.3 5350.4 6062.3 1034.1 6148.4 14250.1 1836.4 
07:52:12     4024.4 7422.9 166.8 4229.9 3546.6 543.3 5345.4 6059.9 1042.4 6130.3 14247.8 1847.5 
07:52:13     4012.4 7419.5 172.3 4224.9 3546.3 558.0 5339.6 6059.8 1036.8 6130.8 14249.9 1847.7 
07:52:14     4035.7 7424.2 178.2 4235.1 3547.4 552.5 5343.4 6060.9 1034.6 6131.4 14251.1 1847.4 
07:52:15     4017.1 7425.4 174.4 4223.0 3546.6 556.8 5340.9 6061.8 1041.2 6130.5 14253.2 1843.8 
07:52:16     4038.8 7423.4 160.3 4235.4 3546.0 550.2 5332.8 6057.0 1036.0 6130.6 14246.6 1842.1 
07:52:17     4014.4 7420.5 149.2 4226.8 3543.9 547.0 5346.2 6055.8 1039.8 6134.4 14245.4 1830.3 
07:52:18     4021.5 7420.5 166.4 4240.9 3543.6 549.6 5346.9 6057.0 1036.5 6139.4 14246.4 1848.4 
07:52:19     4026.9 7423.3 167.0 4246.3 3550.3 557.0 5353.6 6067.3 1055.2 6153.7 14275.0 1840.9 
07:52:20     4044.9 7424.8 161.7 4235.9 3551.4 550.8 5352.5 6067.9 1047.5 6152.4 14275.4 1847.4 
07:52:21     4036.3 7422.1 151.2 4251.8 3549.6 553.7 5360.5 6067.5 1048.8 6142.9 14277.0 1855.5 
07:52:22     4024.7 7421.4 170.4 4252.7 3550.7 554.0 5364.9 6066.6 1047.5 6146.4 14277.5 1844.5 
07:52:23     4025.4 7422.8 167.2 4244.6 3549.6 559.0 5354.1 6067.9 1042.0 6149.4 14281.4 1844.4 
07:52:24     4029.1 7422.7 160.8 4239.5 3549.8 552.5 5342.4 6065.9 1055.5 6153.3 14279.7 1853.3 
07:52:25     4034.5 7419.7 161.2 4245.4 3549.3 556.2 5351.9 6067.4 1045.5 6146.7 14276.8 1845.2 
07:52:26     4019.2 7419.7 157.1 4223.9 3548.8 555.9 5341.0 6065.0 1037.0 6151.9 14278.3 1850.1 
07:52:27     4032.6 7419.8 161.5 4229.4 3541.4 554.5 5331.9 6053.9 1041.2 6132.9 14242.8 1846.8 
07:52:28     4023.0 7415.7 174.0 4226.6 3541.6 553.0 5320.1 6054.1 1050.1 6128.7 14251.3 1836.8 
07:52:29     4015.3 7415.5 154.3 4216.1 3541.1 552.8 5337.5 6055.6 1049.5 6139.6 14253.2 1837.4 
07:52:30     4037.0 7418.4 164.2 4249.2 3547.0 549.2 5348.5 6066.1 1045.3 6146.6 14279.8 1849.1 
07:52:31     4027.7 7417.9 168.1 4228.9 3547.6 555.6 5340.5 6064.8 1034.6 6161.3 14280.5 1847.3 
07:52:32     4031.8 7418.8 162.3 4211.6 3540.2 548.3 5335.1 6054.3 1044.3 6139.1 14253.2 1843.0 
07:52:33     4030.1 7419.5 169.8 4234.3 3539.6 555.9 5334.6 6052.6 1043.7 6152.7 14247.3 1843.1 
07:52:34     4036.4 7416.7 171.7 4229.5 3539.1 553.4 5331.1 6050.7 1040.4 6150.7 14247.4 1843.3 
07:52:35     4042.3 7423.6 166.0 4232.5 3538.1 557.7 5339.2 6051.8 1047.0 6138.1 14251.6 1847.6 
07:52:36     4029.9 7422.2 169.1 4227.1 3537.5 564.5 5331.0 6049.6 1038.5 6142.6 14247.6 1844.1 
07:52:37     4026.7 7420.1 160.1 4210.4 3537.1 560.8 5342.6 6049.4 1039.4 6131.4 14247.4 1845.2 
07:52:38     4032.2 7424.4 175.5 4228.4 3536.5 552.8 5339.6 6051.9 1040.4 6134.8 14251.0 1846.4 
07:52:39     4024.7 7422.9 169.2 4220.6 3535.3 561.6 5345.3 6048.0 1036.6 6143.1 14245.8 1843.9 
07:52:40     4024.8 7424.6 163.6 4241.9 3535.5 557.7 5323.1 6047.6 1037.2 6129.2 14248.1 1837.3 
07:52:41     4026.9 7428.8 170.7 4221.3 3543.1 561.2 5335.6 6060.4 1053.1 6149.0 14280.0 1845.3 
07:52:42     4012.0 7424.4 174.1 4224.2 3541.6 557.5 5347.0 6059.0 1041.9 6147.8 14274.2 1846.8 
07:52:43     4016.1 7428.9 183.2 4240.6 3541.0 556.1 5341.5 6061.1 1040.0 6151.0 14278.4 1840.9 
07:52:44     4027.6 7432.8 176.5 4229.4 3540.0 554.4 5351.2 6061.1 1043.8 6153.9 14279.1 1848.8 
07:52:45     4031.3 7429.4 167.0 4229.9 3539.6 558.2 5349.2 6058.4 1037.0 6136.9 14276.2 1848.2 
07:52:46     4031.6 7429.1 174.3 4236.4 3541.0 553.8 5328.2 6059.3 1037.7 6156.5 14277.6 1855.0 
07:52:47     4025.5 7429.3 167.7 4229.1 3536.3 553.9 5341.5 6049.4 1043.7 6150.6 14267.0 1858.8 
07:52:48     4021.7 7430.9 175.9 4239.0 3539.1 551.0 5331.5 6056.9 1042.6 6155.6 14276.9 1850.6 
07:52:49     4028.6 7428.1 174.9 4220.5 3531.7 564.4 5311.0 6045.4 1030.0 6139.5 14246.1 1842.6 
07:52:50     4040.3 7426.4 166.3 4225.8 3531.9 556.5 5319.5 6044.8 1039.6 6135.0 14245.9 1839.0 
07:52:51     4023.9 7425.6 173.5 4213.8 3530.6 553.4 5324.4 6042.9 1036.0 6145.3 14247.8 1846.1 
07:52:52     4019.6 7425.7 162.9 4225.9 3529.5 542.8 5322.0 6042.7 1045.3 6137.3 14243.7 1839.8 
07:52:53     4024.5 7425.2 161.6 4218.6 3529.6 560.2 5313.9 6042.8 1042.7 6146.2 14247.1 1839.0 
07:52:54     4032.3 7424.8 177.2 4220.5 3528.3 556.0 5319.7 6041.8 1045.3 6147.3 14244.7 1837.2 
07:52:55     4013.2 7426.2 167.1 4224.8 3529.1 559.4 5314.2 6042.5 1035.1 6147.5 14246.8 1843.2 
07:52:56     4021.9 7425.8 168.6 4224.2 3528.6 554.6 5316.3 6040.5 1038.8 6145.7 14243.0 1853.9 
07:52:57     4023.1 7429.9 177.1 4233.7 3537.4 557.4 5333.4 6054.1 1041.6 6139.5 14269.1 1853.5 
07:52:58     4032.8 7428.1 156.7 4229.8 3530.3 550.6 5325.5 6043.5 1043.4 6137.0 14247.1 1837.7 
07:52:59     4019.2 7425.3 162.4 4215.7 3527.8 547.3 5335.1 6042.9 1046.3 6154.7 14248.5 1842.3 
07:53:00     4022.1 7424.4 152.0 4215.1 3528.5 558.2 5325.8 6042.1 1034.3 6142.7 14250.2 1840.6 
07:53:01     4027.9 7425.7 166.8 4219.8 3528.1 557.5 5314.0 6043.7 1045.0 6147.2 14245.5 1846.9 
07:53:02     4017.1 7426.4 162.4 4225.6 3534.2 553.7 5324.9 6054.6 1035.6 6153.2 14276.4 1848.1 
07:53:03     4021.0 7429.3 163.2 4223.2 3536.1 549.7 5318.2 6053.2 1045.6 6153.4 14277.4 1852.2 
07:53:04     4017.3 7421.8 165.1 4233.7 3535.2 558.0 5327.1 6055.5 1045.3 6156.6 14280.0 1852.9 
07:53:05     4004.2 7424.9 179.2 4234.9 3535.4 558.4 5321.1 6055.0 1033.2 6151.1 14279.1 1844.3 
07:53:06     4024.4 7421.9 179.8 4233.1 3533.2 557.3 5331.3 6051.8 1044.3 6168.1 14276.2 1849.3 
07:53:07     4017.3 7422.4 171.3 4226.1 3532.2 550.4 5335.4 6052.3 1030.7 6160.4 14275.2 1855.6 
07:53:08     4019.4 7419.0 169.7 4223.3 3533.2 553.8 5319.2 6049.2 1037.2 6157.9 14273.2 1842.9 
07:53:09     4018.5 7420.1 164.8 4220.4 3532.9 552.4 5325.5 6051.7 1029.1 6158.5 14272.2 1841.4 
07:53:10     4020.8 7418.1 165.1 4217.2 3523.6 556.9 5322.4 6037.7 1038.3 6137.3 14243.7 1851.1 
07:53:11     4026.7 7419.1 160.7 4213.1 3523.1 561.0 5323.8 6036.8 1030.2 6142.0 14242.9 1852.3 
07:53:12     4013.6 7417.7 159.9 4201.5 3524.8 557.1 5313.8 6037.5 1034.6 6166.3 14243.4 1848.6 
07:53:13     4017.9 7417.9 161.1 4209.7 3523.4 550.1 5307.8 6037.9 1042.3 6153.3 14241.3 1838.6 
07:53:14     4016.7 7419.6 159.8 4226.1 3523.9 550.3 5328.9 6036.4 1034.2 6145.1 14244.4 1841.9 
07:53:15     4021.0 7416.9 165.1 4225.2 3523.4 549.3 5318.9 6036.6 1037.1 6141.1 14244.6 1835.3 
07:53:16     4006.2 7418.9 162.7 4236.6 3524.1 558.7 5310.1 6036.4 1034.6 6133.4 14243.5 1838.5 
07:53:17     4023.7 7416.5 155.0 4220.4 3523.8 547.8 5325.1 6036.6 1039.3 6138.3 14244.9 1839.1 
07:53:18     4001.9 7416.5 159.4 4229.0 3532.1 554.0 5342.0 6050.4 1034.3 6152.8 14272.4 1832.7 
07:53:19     4006.8 7419.1 148.3 4221.9 3529.8 543.7 5322.4 6047.0 1032.0 6163.9 14273.2 1833.5 
07:53:20     4001.7 7419.5 156.7 4227.3 3529.5 556.9 5319.5 6047.6 1041.7 6137.3 14274.3 1845.0 
07:53:21     4011.6 7419.3 168.0 4221.4 3530.7 550.2 5319.7 6048.2 1042.2 6161.5 14278.6 1838.9 
07:53:22     4020.4 7414.3 165.4 4221.2 3530.3 556.5 5329.9 6048.9 1031.8 6165.3 14280.3 1850.3 
07:53:23     4044.2 7409.3 159.6 4244.3 3528.6 559.1 5319.1 6044.7 1032.4 6150.7 14273.9 1845.6 
07:53:24     4021.7 7407.0 155.7 4238.0 3529.3 548.2 5320.3 6044.2 1033.2 6146.3 14269.5 1848.8 
07:53:25     4004.8 7406.1 162.3 4233.2 3527.8 550.0 5323.1 6043.6 1035.2 6146.5 14269.9 1840.1 
07:53:26     4013.3 7408.8 158.8 4230.1 3527.3 546.1 5326.1 6043.8 1031.5 6152.5 14271.4 1844.6 
07:53:27     4022.5 7405.6 157.2 4198.9 3519.5 555.3 5300.8 6032.2 1022.3 6144.6 14243.7 1835.6 
07:53:28     4022.2 7405.3 157.7 4207.2 3519.9 554.5 5308.2 6030.6 1035.7 6137.9 14240.8 1840.5 
07:53:29     4002.9 7406.0 161.3 4208.8 3520.4 554.0 5290.3 6031.3 1033.7 6139.6 14241.2 1841.6 
07:53:30     4024.2 7407.2 157.6 4208.1 3519.8 551.1 5303.4 6030.9 1044.7 6148.0 14242.6 1835.5 
07:53:31     4024.4 7407.9 165.6 4195.9 3519.3 549.1 5311.4 6031.4 1031.6 6137.8 14240.4 1838.3 
07:53:32     4000.9 7407.0 159.9 4207.9 3518.1 553.6 5302.6 6030.4 1031.3 6159.6 14243.8 1834.8 
07:53:33     4013.6 7405.6 147.5 4211.1 3518.5 552.3 5319.4 6029.3 1031.6 6141.5 14240.9 1844.1 
07:53:34     4004.2 7405.1 161.2 4208.5 3518.3 546.8 5299.7 6030.2 1038.8 6148.2 14240.8 1835.5 
07:53:35     3999.7 7408.9 157.2 4217.0 3526.4 560.5 5317.9 6042.2 1037.1 6156.6 14270.8 1838.1 
07:53:36     3998.8 7409.9 170.2 4209.6 3525.5 551.0 5305.3 6043.0 1034.6 6165.3 14272.5 1837.1 
07:53:37     4011.4 7408.8 155.4 4210.7 3524.4 550.8 5311.4 6041.1 1034.5 6156.4 14271.0 1849.5 
07:53:38     4008.1 7407.6 159.3 4217.6 3524.3 554.1 5317.8 6041.4 1040.2 6163.5 14273.5 1838.8 
07:53:39     4006.7 7406.6 164.1 4215.1 3525.3 549.3 5311.0 6044.1 1036.6 6158.7 14276.7 1837.1 
07:53:40     4005.2 7404.0 161.5 4213.2 3524.7 557.9 5316.7 6042.1 1034.6 6160.5 14274.4 1844.7 
07:53:41     4012.7 7399.6 158.4 4214.5 3524.2 550.6 5306.3 6041.7 1029.9 6150.8 14272.9 1840.3 
07:53:42     4006.1 7394.2 153.1 4205.2 3522.3 549.0 5309.4 6040.7 1037.7 6155.6 14272.0 1845.5 
07:53:43     4004.4 7385.1 166.6 4216.5 3522.4 554.2 5311.4 6037.2 1033.9 6164.6 14266.5 1843.9 
07:53:44     4008.4 7377.0 157.9 4210.5 3512.7 547.8 5291.9 6023.9 1030.8 6146.7 14233.3 1846.1 
07:53:45     4000.4 7378.1 162.2 4202.5 3513.2 538.2 5305.9 6023.3 1032.5 6144.1 14234.3 1832.8 
07:53:46     4004.1 7375.5 149.9 4207.3 3512.9 543.4 5303.4 6022.6 1035.8 6141.8 14232.7 1839.2 
07:53:47     4004.0 7375.7 155.8 4207.8 3512.4 548.0 5298.8 6021.4 1032.0 6135.1 14232.3 1834.0 
07:53:48     4003.2 7376.3 162.7 4199.1 3513.0 555.9 5296.6 6022.9 1034.4 6155.8 14232.7 1848.3 
07:53:49     4000.7 7374.4 159.1 4209.2 3511.8 551.0 5303.8 6022.5 1048.2 6143.2 14234.3 1837.2 
07:53:50     4001.2 7374.5 153.5 4200.0 3512.8 546.0 5299.6 6023.3 1039.3 6145.6 14230.3 1834.8 
07:53:51     4001.4 7373.7 147.0 4202.0 3512.2 548.0 5298.9 6019.9 1031.8 6152.4 14229.1 1835.9 
07:53:52     3995.9 7376.5 151.2 4221.2 3518.7 547.3 5309.0 6033.0 1029.8 6156.3 14260.3 1840.3 
07:53:53     3994.9 7378.2 149.9 4215.5 3517.6 543.8 5307.6 6031.1 1028.8 6157.4 14262.0 1837.6 
07:53:54     3994.9 7376.3 148.9 4211.1 3519.2 544.3 5304.5 6031.6 1019.0 6153.8 14261.2 1841.0 
07:53:55     3992.1 7376.2 144.7 4210.7 3517.3 543.3 5305.9 6031.1 1019.0 6153.0 14262.1 1820.2 
07:53:56     3996.4 7378.1 152.6 4217.2 3516.9 539.2 5311.2 6031.1 1024.0 6156.1 14260.5 1832.1 
07:53:57     3999.0 7377.1 146.8 4207.8 3517.5 538.3 5305.5 6030.4 1016.4 6147.9 14260.3 1835.3 
07:53:58     3998.3 7378.3 152.5 4214.9 3518.2 544.3 5302.4 6030.8 1024.4 6163.8 14259.4 1836.2 
07:53:59     4003.7 7377.9 161.9 4213.4 3517.7 538.5 5305.4 6031.3 1024.6 6153.7 14262.0 1835.7 
07:54:00     4000.2 7377.2 179.3 4208.3 3510.8 551.5 5302.4 6018.6 1024.7 6144.1 14231.2 1845.7 
07:54:01     4003.9 7377.0 171.6 4198.0 3510.8 554.7 5298.0 6019.2 1025.6 6141.9 14231.9 1833.7 
07:54:02     3995.7 7376.9 169.5 4204.3 3509.8 553.0 5290.9 6017.7 1032.4 6141.2 14231.5 1834.7 
07:54:03     4011.2 7373.1 158.6 4203.3 3510.6 553.4 5300.5 6021.4 1036.7 6146.9 14239.0 1845.2 
07:54:04     4003.5 7371.3 156.9 4201.2 3510.1 550.3 5299.2 6021.3 1029.8 6150.0 14235.1 1846.7 
07:54:05     4004.9 7367.2 151.6 4205.2 3508.8 556.1 5303.9 6018.3 1036.0 6143.4 14233.5 1842.2 
07:54:06     4000.9 7366.9 159.1 4204.0 3509.8 556.5 5289.2 6017.5 1032.6 6149.4 14231.2 1843.2 
07:54:07     3998.5 7366.1 153.0 4197.3 3508.6 550.4 5297.9 6018.4 1031.7 6141.8 14231.2 1838.8 
07:54:08     4007.1 7369.2 160.4 4216.4 3516.1 554.0 5308.9 6029.5 1027.9 6160.4 14261.0 1845.3 
07:54:09     3997.7 7369.9 152.6 4203.5 3515.6 553.1 5304.9 6029.1 1026.1 6159.6 14259.4 1846.7 
07:54:10     3989.7 7369.4 161.9 4212.4 3516.5 556.3 5297.9 6028.2 1030.8 6155.9 14258.6 1837.2 
07:54:11     4001.8 7371.5 147.2 4215.9 3516.8 544.0 5307.6 6027.8 1025.2 6164.0 14259.7 1844.3 
07:54:12     3996.0 7370.0 143.6 4205.9 3514.8 530.5 5294.4 6025.7 1017.3 6159.4 14258.3 1838.4 
07:54:13     3995.7 7370.2 155.0 4216.1 3515.8 535.4 5298.5 6027.5 1018.2 6161.3 14260.0 1828.7 
07:54:14     3991.1 7370.5 133.5 4212.1 3515.1 537.9 5297.5 6027.4 1011.0 6155.9 14258.5 1834.2 
07:54:15     3994.8 7371.5 138.6 4209.8 3513.7 534.2 5297.3 6026.7 1012.4 6163.9 14259.5 1832.1 
07:54:16     3997.6 7371.5 146.4 4213.6 3515.0 546.0 5297.6 6026.4 1014.7 6162.2 14259.8 1837.2 
07:54:17     4005.1 7371.6 176.5 4204.4 3509.2 553.6 5291.0 6015.0 1025.8 6156.8 14232.0 1840.6 
07:54:18     3995.3 7372.0 171.9 4199.1 3506.8 553.9 5291.4 6015.4 1023.3 6143.7 14231.5 1835.8 
07:54:19     3989.1 7370.6 168.5 4206.4 3508.1 546.7 5283.0 6014.3 1025.5 6159.3 14229.7 1836.1 
07:54:20     3994.7 7369.9 177.0 4204.9 3508.2 554.4 5292.8 6014.8 1032.8 6143.6 14234.7 1842.6 
07:54:21     3990.2 7368.2 153.1 4200.5 3508.8 560.0 5286.6 6016.9 1023.2 6150.3 14237.9 1843.9 
07:54:22     4005.0 7366.6 165.8 4204.3 3508.1 554.0 5284.4 6017.5 1033.5 6153.3 14234.5 1845.1 
07:54:23     3993.9 7368.9 163.6 4198.2 3508.6 551.3 5290.6 6015.4 1035.5 6146.1 14230.5 1841.0 
07:54:24     3999.2 7365.5 157.7 4200.4 3507.7 547.5 5289.5 6016.3 1030.9 6144.2 14235.3 1834.9 
07:54:25     3994.8 7362.6 147.1 4201.2 3508.0 552.9 5281.9 6016.0 1030.3 6151.7 14237.3 1841.7 
07:54:26     3990.3 7362.8 150.8 4194.7 3505.3 546.8 5286.4 6015.9 1027.9 6158.8 14236.0 1834.9 
07:54:27     4005.4 7364.4 154.7 4198.6 3505.4 542.6 5284.9 6015.2 1024.2 6152.3 14233.5 1842.2 
07:54:28     3989.3 7362.9 134.7 4201.7 3505.7 530.3 5291.7 6015.5 1024.1 6148.2 14233.4 1824.6 
07:54:29     3987.3 7364.4 126.3 4198.8 3505.4 525.0 5292.5 6014.6 1020.4 6146.8 14234.5 1824.8 
07:54:30     4000.4 7368.5 153.1 4208.6 3514.0 544.5 5299.4 6025.3 1016.0 6169.5 14261.8 1846.9 
07:54:31     3989.1 7368.5 168.0 4206.3 3512.8 542.5 5299.0 6025.6 1028.3 6161.8 14263.7 1845.2 
07:54:32     3986.2 7370.1 172.3 4207.4 3512.8 552.4 5298.4 6025.8 1030.6 6166.6 14265.3 1839.5 
07:54:33     3994.2 7370.3 174.2 4200.6 3513.7 546.8 5288.8 6025.9 1023.4 6160.5 14263.7 1844.0 
